MedicationNdcCode;MedicationName;ActivePrinciplesAll;MedStrength1;ActivePrinciple1;ActivePricipleUnique1;ActivePrincipleOrder1;MedStrength2;ActivePrinciple2;ActivePricipleUnique2;ActivePrincipleOrder2;MedStrength3;ActivePrinciple3;ActivePricipleUnique3;ActivePrincipleOrder3;MedStrength4;ActivePrinciple4;ActivePricipleUnique4;ActivePrincipleOrder4;Rectal;Inhalation;Sublingual;Nasal;Transdermal;Injectable;Vaginal;Oral;Ophtalmic;Otic;Topical;Vaccine;Syrup;Ointment;Cream;Liquid;Tablet;Caps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00247130604;Tylenol with Codeine n3 (acetaminophen-codeine) oral tablet;acetaminophen|caffeine||;300;acetaminophen;0;1;30;caffeine;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00247130620;Tylenol with Codeine n3 (acetaminophen-codeine) oral tablet;acetaminophen|caffeine||;300;acetaminophen;0;1;30;caffeine;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54868028500;Tylenol with Codeine n3 (acetaminophen-codeine) oral tablet;acetaminophen|caffeine||;300;acetaminophen;0;1;30;caffeine;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00045051560;Tylenol with Codeine n4 (acetaminophen-codeine) oral tablet;acetaminophen|caffeine||;300;acetaminophen;0;1;60;caffeine;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58016006260;Tylenol with Codeine n4 (acetaminophen-codeine) oral tablet;acetaminophen|caffeine||;300;acetaminophen;0;1;60;caffeine;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58016006290;Tylenol with Codeine n4 (acetaminophen-codeine) oral tablet;acetaminophen|caffeine||;300;acetaminophen;0;1;60;caffeine;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00045050816;Tylenol with Codeine (acetaminophen-codeine) oral liquid;acetaminophen|caffeine||;120;acetaminophen;0;1;12;caffeine;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00054300563;Acetaminophen-Codeine Phosphate (acetaminophen-codeine) oral liquid;acetaminophen|codeine||;120;acetaminophen;0;1;12;codeine;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00093015001;Acetaminophen-Codeine Phosphate (acetaminophen-codeine) oral tablet;acetaminophen|codeine||;300;acetaminophen;0;1;30;codeine;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50580023424;Tylenol Cold Relief Nighttime Caplet (acetaminophen-diphenhydrAMINE) oral tablet;acetaminophen|diphenhydramine||;500;acetaminophen;0;1;25;diphenhydramine;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00045017650;Tylenol Extra Strength PM (acetaminophen-diphenhydrAMINE) oral tablet;acetaminophen|diphenhydramine||;500;acetaminophen;0;1;25;diphenhydramine;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50580017610;Tylenol Extra Strength PM (acetaminophen-diphenhydrAMINE) oral tablet;acetaminophen|diphenhydramine||;500;acetaminophen;0;1;25;diphenhydramine;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50580048270;Tylenol Extra Strength PM (acetaminophen-diphenhydrAMINE) oral tablet;acetaminophen|diphenhydramine||;500;acetaminophen;0;1;25;diphenhydramine;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00182015601;Acetaminophen-HYDROcodone Bitartrate (acetaminophen-HYDROcodone) oral capsule;acetaminophen|hydrocodone||;500;acetaminophen;0;1;5;hydrocodone;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00406435701;Acetaminophen-HYDROcodone Bitartrate (acetaminophen-HYDROcodone) oral capsule;acetaminophen|hydrocodone||;500;acetaminophen;0;1;5;hydrocodone;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50732078601;Acetaminophen-HYDROcodone Bitartrate (acetaminophen-HYDROcodone) oral capsule;acetaminophen|hydrocodone||;500;acetaminophen;0;1;5;hydrocodone;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50732078605;Acetaminophen-HYDROcodone Bitartrate (acetaminophen-HYDROcodone) oral capsule;acetaminophen|hydrocodone||;500;acetaminophen;0;1;5;hydrocodone;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00121465505;Acetaminophen-HYDROcodone Bitartrate (acetaminophen-HYDROcodone) oral elixir;acetaminophen|hydrocodone||;500;acetaminophen;0;1;7.5;hydrocodone;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00121477115;Acetaminophen-HYDROcodone Bitartrate (acetaminophen-HYDROcodone) oral solution;acetaminophen|hydrocodone||;325;acetaminophen;0;1;10;hydrocodone;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00047016424;Acetaminophen-HYDROcodone Bitartrate (acetaminophen-HYDROcodone) oral tablet;acetaminophen|hydrocodone||;650;acetaminophen;0;1;10;hydrocodone;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00047031924;Acetaminophen-HYDROcodone Bitartrate (acetaminophen-HYDROcodone) oral tablet;acetaminophen|hydrocodone||;500;acetaminophen;0;1;7.5;hydrocodone;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00047031930;Acetaminophen-HYDROcodone Bitartrate (acetaminophen-HYDROcodone) oral tablet;acetaminophen|hydrocodone||;500;acetaminophen;0;1;7.5;hydrocodone;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00047044824;Acetaminophen-HYDROcodone Bitartrate (acetaminophen-HYDROcodone) oral tablet;acetaminophen|hydrocodone||;500;acetaminophen;0;1;5;hydrocodone;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00047044830;Acetaminophen-HYDROcodone Bitartrate (acetaminophen-HYDROcodone) oral tablet;acetaminophen|hydrocodone||;500;acetaminophen;0;1;5;hydrocodone;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00047048624;Acetaminophen-HYDROcodone Bitartrate (acetaminophen-HYDROcodone) oral tablet;acetaminophen|hydrocodone||;750;acetaminophen;0;1;7.5;hydrocodone;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00093056705;Acetaminophen-HYDROcodone Bitartrate (acetaminophen-HYDROcodone) oral tablet;acetaminophen|hydrocodone||;500;acetaminophen;0;1;5;hydrocodone;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00182003401;Acetaminophen-HYDROcodone Bitartrate (acetaminophen-HYDROcodone) oral tablet;acetaminophen|hydrocodone||;650;acetaminophen;0;1;10;hydrocodone;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00182069101;Acetaminophen-HYDROcodone Bitartrate (acetaminophen-HYDROcodone) oral tablet;acetaminophen|hydrocodone||;500;acetaminophen;0;1;7.5;hydrocodone;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00182176505;Acetaminophen-HYDROcodone Bitartrate (acetaminophen-HYDROcodone) oral tablet;acetaminophen|hydrocodone||;500;acetaminophen;0;1;5;hydrocodone;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00247007906;Acetaminophen-HYDROcodone Bitartrate (acetaminophen-HYDROcodone) oral tablet;acetaminophen|hydrocodone||;500;acetaminophen;0;1;5;hydrocodone;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00247034206;Acetaminophen-HYDROcodone Bitartrate (acetaminophen-HYDROcodone) oral tablet;acetaminophen|hydrocodone||;500;acetaminophen;0;1;7.5;hydrocodone;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00247034225;Acetaminophen-HYDROcodone Bitartrate (acetaminophen-HYDROcodone) oral tablet;acetaminophen|hydrocodone||;500;acetaminophen;0;1;7.5;hydrocodone;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00247034230;Acetaminophen-HYDROcodone Bitartrate (acetaminophen-HYDROcodone) oral tablet;acetaminophen|hydrocodone||;500;acetaminophen;0;1;7.5;hydrocodone;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00247061301;Acetaminophen-HYDROcodone Bitartrate (acetaminophen-HYDROcodone) oral tablet;acetaminophen|hydrocodone||;750;acetaminophen;0;1;7.5;hydrocodone;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00247097800;Acetaminophen-HYDROcodone Bitartrate (acetaminophen-HYDROcodone) oral tablet;acetaminophen|hydrocodone||;650;acetaminophen;0;1;10;hydrocodone;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00247183800;Acetaminophen-HYDROcodone Bitartrate (acetaminophen-HYDROcodone) oral tablet;acetaminophen|hydrocodone||;500;acetaminophen;0;1;10;hydrocodone;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00247183805;Acetaminophen-HYDROcodone Bitartrate (acetaminophen-HYDROcodone) oral tablet;acetaminophen|hydrocodone||;500;acetaminophen;0;1;10;hydrocodone;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00247183860;Acetaminophen-HYDROcodone Bitartrate (acetaminophen-HYDROcodone) oral tablet;acetaminophen|hydrocodone||;500;acetaminophen;0;1;10;hydrocodone;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00247197504;Acetaminophen-HYDROcodone Bitartrate (acetaminophen-HYDROcodone) oral tablet;acetaminophen|hydrocodone||;325;acetaminophen;0;1;5;hydrocodone;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00247202206;Acetaminophen-HYDROcodone Bitartrate (acetaminophen-HYDROcodone) oral tablet;acetaminophen|hydrocodone||;325;acetaminophen;0;1;7.5;hydrocodone;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00247202220;Acetaminophen-HYDROcodone Bitartrate (acetaminophen-HYDROcodone) oral tablet;acetaminophen|hydrocodone||;325;acetaminophen;0;1;7.5;hydrocodone;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00247203404;Acetaminophen-HYDROcodone Bitartrate (acetaminophen-HYDROcodone) oral tablet;acetaminophen|hydrocodone||;325;acetaminophen;0;1;10;hydrocodone;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00247203406;Acetaminophen-HYDROcodone Bitartrate (acetaminophen-HYDROcodone) oral tablet;acetaminophen|hydrocodone||;325;acetaminophen;0;1;10;hydrocodone;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00247203460;Acetaminophen-HYDROcodone Bitartrate (acetaminophen-HYDROcodone) oral tablet;acetaminophen|hydrocodone||;325;acetaminophen;0;1;10;hydrocodone;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00339405112;Acetaminophen-HYDROcodone Bitartrate (acetaminophen-HYDROcodone) oral tablet;acetaminophen|hydrocodone||;750;acetaminophen;0;1;7.5;hydrocodone;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00406035801;Acetaminophen-HYDROcodone Bitartrate (acetaminophen-HYDROcodone) oral tablet;acetaminophen|hydrocodone||;500;acetaminophen;0;1;7.5;hydrocodone;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00406036201;Acetaminophen-HYDROcodone Bitartrate (acetaminophen-HYDROcodone) oral tablet;acetaminophen|hydrocodone||;660;acetaminophen;0;1;10;hydrocodone;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00406036301;Acetaminophen-HYDROcodone Bitartrate (acetaminophen-HYDROcodone) oral tablet;acetaminophen|hydrocodone||;500;acetaminophen;0;1;10;hydrocodone;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00406036501;Acetaminophen-HYDROcodone Bitartrate (acetaminophen-HYDROcodone) oral tablet;acetaminophen|hydrocodone||;325;acetaminophen;0;1;5;hydrocodone;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00406036562;Acetaminophen-HYDROcodone Bitartrate (acetaminophen-HYDROcodone) oral tablet;acetaminophen|hydrocodone||;325;acetaminophen;0;1;5;hydrocodone;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00406036601;Acetaminophen-HYDROcodone Bitartrate (acetaminophen-HYDROcodone) oral tablet;acetaminophen|hydrocodone||;325;acetaminophen;0;1;7.5;hydrocodone;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00406036701;Acetaminophen-HYDROcodone Bitartrate (acetaminophen-HYDROcodone) oral tablet;acetaminophen|hydrocodone||;325;acetaminophen;0;1;10;hydrocodone;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00591038501;Acetaminophen-HYDROcodone Bitartrate (acetaminophen-HYDROcodone) oral tablet;acetaminophen|hydrocodone||;500;acetaminophen;0;1;7.5;hydrocodone;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00591320301;Acetaminophen-HYDROcodone Bitartrate (acetaminophen-HYDROcodone) oral tablet;acetaminophen|hydrocodone||;325;acetaminophen;0;1;7.5;hydrocodone;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51079029521;Acetaminophen-HYDROcodone Bitartrate (acetaminophen-HYDROcodone) oral tablet;acetaminophen|hydrocodone||;325;acetaminophen;0;1;7.5;hydrocodone;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52544085305;Acetaminophen-HYDROcodone Bitartrate (acetaminophen-HYDROcodone) oral tablet;acetaminophen|hydrocodone||;325;acetaminophen;0;1;10;hydrocodone;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52959032415;Acetaminophen-HYDROcodone Bitartrate (acetaminophen-HYDROcodone) oral tablet;acetaminophen|hydrocodone||;325;acetaminophen;0;1;10;hydrocodone;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52959073500;Acetaminophen-HYDROcodone Bitartrate (acetaminophen-HYDROcodone) oral tablet;acetaminophen|hydrocodone||;325;acetaminophen;0;1;7.5;hydrocodone;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53746010905;Acetaminophen-HYDROcodone Bitartrate (acetaminophen-HYDROcodone) oral tablet;acetaminophen|hydrocodone||;325;acetaminophen;0;1;5;hydrocodone;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64376064801;Acetaminophen-HYDROcodone Bitartrate (acetaminophen-HYDROcodone) oral tablet;acetaminophen|hydrocodone||;300;acetaminophen;0;1;5;hydrocodone;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68115039799;Acetaminophen-HYDROcodone Bitartrate (acetaminophen-HYDROcodone) oral tablet;acetaminophen|hydrocodone||;325;acetaminophen;0;1;5;hydrocodone;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68115071700;Acetaminophen-HYDROcodone Bitartrate (acetaminophen-HYDROcodone) oral tablet;acetaminophen|hydrocodone||;500;acetaminophen;0;1;7.5;hydrocodone;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68387020012;Acetaminophen-HYDROcodone Bitartrate (acetaminophen-HYDROcodone) oral tablet;acetaminophen|hydrocodone||;650;acetaminophen;0;1;10;hydrocodone;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68387022001;Acetaminophen-HYDROcodone Bitartrate (acetaminophen-HYDROcodone) oral tablet;acetaminophen|hydrocodone||;500;acetaminophen;0;1;10;hydrocodone;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68387023512;Acetaminophen-HYDROcodone Bitartrate (acetaminophen-HYDROcodone) oral tablet;acetaminophen|hydrocodone||;325;acetaminophen;0;1;10;hydrocodone;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68387023712;Acetaminophen-HYDROcodone Bitartrate (acetaminophen-HYDROcodone) oral tablet;acetaminophen|hydrocodone||;325;acetaminophen;0;1;7.5;hydrocodone;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68387030002;Acetaminophen-HYDROcodone Bitartrate (acetaminophen-HYDROcodone) oral tablet;acetaminophen|hydrocodone||;500;acetaminophen;0;1;5;hydrocodone;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68387040160;Acetaminophen-HYDROcodone Bitartrate (acetaminophen-HYDROcodone) oral tablet;acetaminophen|hydrocodone||;660;acetaminophen;0;1;10;hydrocodone;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61570000101;Anexsia (acetaminophen-HYDROcodone) oral tablet;acetaminophen|hydrocodone||;500;acetaminophen;0;1;5;hydrocodone;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62022056301;Anexsia (acetaminophen-HYDROcodone) oral tablet;acetaminophen|hydrocodone||;325;acetaminophen;0;1;5;hydrocodone;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62022066301;Anexsia (acetaminophen-HYDROcodone) oral tablet;acetaminophen|hydrocodone||;325;acetaminophen;0;1;7.5;hydrocodone;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62022081701;Anexsia (acetaminophen-HYDROcodone) oral tablet;acetaminophen|hydrocodone||;325;acetaminophen;0;1;5;hydrocodone;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62022081801;Anexsia (acetaminophen-HYDROcodone) oral tablet;acetaminophen|hydrocodone||;325;acetaminophen;0;1;7.5;hydrocodone;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10892011310;Hyco-pap (acetaminophen-HYDROcodone) oral capsule;acetaminophen|hydrocodone||;500;acetaminophen;0;1;5;hydrocodone;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00785635001;Lorcet 10/650 (acetaminophen-HYDROcodone) oral tablet;acetaminophen|hydrocodone||;650;acetaminophen;0;1;10;hydrocodone;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00785635050;Lorcet 10/650 (acetaminophen-HYDROcodone) oral tablet;acetaminophen|hydrocodone||;650;acetaminophen;0;1;10;hydrocodone;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00785635063;Lorcet 10/650 (acetaminophen-HYDROcodone) oral tablet;acetaminophen|hydrocodone||;650;acetaminophen;0;1;10;hydrocodone;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52959040330;Lorcet 10/650 (acetaminophen-HYDROcodone) oral tablet;acetaminophen|hydrocodone||;650;acetaminophen;0;1;10;hydrocodone;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58016009490;Lorcet 10/650 (acetaminophen-HYDROcodone) oral tablet;acetaminophen|hydrocodone||;650;acetaminophen;0;1;10;hydrocodone;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55289051406;Lorcet HD (acetaminophen-HYDROcodone) oral capsule;acetaminophen|hydrocodone||;500;acetaminophen;0;1;5;hydrocodone;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00785112201;Lorcet Plus (acetaminophen-HYDROcodone) oral tablet;acetaminophen|hydrocodone||;650;acetaminophen;0;1;7.5;hydrocodone;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
00785112250;Lorcet Plus (acetaminophen-HYDROcodone) oral tablet;acetaminophen|hydrocodone||;650;acetaminophen;0;1;7.5;hydrocodone;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58016007700;Lorcet Plus (acetaminophen-HYDROcodone) oral tablet;acetaminophen|hydrocodone||;650;acetaminophen;0;1;7.5;hydrocodone;0;2;;;0;3;;;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
